id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
40732,2011,1,2011,2011,2,4703,Toposa - Turkana,5313,Toposa - Turkana,692,,Toposa,693,,Turkana,-1,ARB June 2011 p. 18862,,,,DC Jack Obuo,2,Loruth location,Rift Valley province,Turkana district,4.62,35.8,POINT (35.800000 4.620000),136512,Kenya,501,KEN,Africa,1,1,2011-06-17,2011-06-17,0,0,0,11,11,11,11
29691,2011,1,2011,2011,1,329,Ethiopia: Ogaden,719,Government of Ethiopia - ONLF,97,530.0,Government of Ethiopia,497,,ONLF,-1,"BBC Monitoring Newsfile 22/6-11, ""Ethiopian agents reportedly kill Ogadeni rebel leader in Kenya"" from Ogaden Online, in English 21 Jun 11",,,,ONLF,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2011-06-20,2011-06-20,0,1,0,0,1,1,1
40755,2011,0,2011,2011,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Nairobi Star/All Africa 27 June 2011 ""Narok Murder Sparks Off Demo",,,,Councilors Nkoibon Metian and Koinet Esho,2,Wafoo village,Rift Valley province,Narok district,-0.889483,36.10722,POINT (36.107220 -0.889483),128593,Kenya,501,KEN,Africa,1,1,2011-06-22,2011-06-22,0,0,1,0,1,1,1
29768,2011,0,2011,2011,2,4613,Nyangatom  - Turkana,5223,Nyangatom  - Turkana,712,,Nyangatom ,693,,Turkana,-1,"All Africa 8/8-11, ""One More Killed By Ethiopian Militia",,,,,1,Kibish area,Rift Valley province,Turkana district,5.233856,35.829131,POINT (35.829131 5.233856),137232,Kenya,501,KEN,Africa,1,1,2011-08-06,2011-08-06,0,1,0,0,1,1,1
28738,2011,1,2011,2011,2,4672,Dassanetch - Turkana,5282,Dassanetch - Turkana,713,,Dassanetch,693,,Turkana,-1,"All Africa 8/8-11, ""Eight Women Killed in Turkana By Merille Cattle Rustlers"", All Africa 9/8-11, ""Turkana Dead Tally Adds Up to Twenty"", All Africa 11/8-11, ""The Merille Are Still in the Country",,,,Villagers,1,Todenyang village,Rift Valley province,Turkana district,4.533333,35.933333,POINT (35.933333 4.533333),136512,Kenya,501,KEN,Africa,1,1,2011-08-07,2011-08-07,0,0,0,14,14,14,20
40731,2011,1,2011,2011,2,4970,Borana - Turkana,5580,Borana - Turkana,591,,Borana,693,,Turkana,-1,"Nairobi Star/All Africa 18 October 2011 ""Saitoti Promises Isiolo More Cops""; IRIN Africa 2011-10-21 ""KENYA: Inter-ethnic clashes result in deaths, school closures",,,,residents,1,Ngaremara village,Eastern province,Isiolo district,0.50419,37.649155,POINT (37.649155 0.504190),130756,Kenya,501,KEN,Africa,1,1,2011-10-14,2011-10-14,0,5,0,3,7,8,8
40733,2011,1,2011,2011,2,4970,Borana - Turkana,5580,Borana - Turkana,591,,Borana,693,,Turkana,-1,"Nairobi Star/All Africa 26 October 2011 ""Isiolo MPs Accuse State of Laxity Over Security""; IRIN Africa 2011-10-21 ""KENYA: Inter-ethnic clashes result in deaths, school closures",,,,local officials,2,Ngaremara village,Eastern province,Isiolo district,0.50419,37.649155,POINT (37.649155 0.504190),130756,Kenya,501,KEN,Africa,1,1,2011-10-14,2011-10-14,0,0,0,7,0,7,7
40734,2011,1,2011,2011,2,4970,Borana - Turkana,5580,Borana - Turkana,591,,Borana,693,,Turkana,-1,"Nairobi Star/All Africa 26 October 2011 ""Isiolo MPs Accuse State of Laxity Over Security",,,,local officials,2,Isiolo town,Eastern province,Isiolo district,0.35,37.583333,POINT (37.583333 0.350000),130036,Kenya,501,KEN,Africa,1,2,2011-10-21,2011-10-23,0,0,0,3,3,3,3
40735,2011,1,2011,2011,2,4970,Borana - Turkana,5580,Borana - Turkana,591,,Borana,693,,Turkana,-1,"Nairobi Star/All Africa 26 October 2011 ""Isiolo MPs Accuse State of Laxity Over Security",,,,local officials,1,Kambi Garba estate,Eastern province,Isiolo district,0.386594,37.588282,POINT (37.588282 0.386594),130036,Kenya,501,KEN,Africa,1,2,2011-10-21,2011-10-23,0,0,0,2,2,2,2
31073,2011,1,2011,2011,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Xinhua 6 November 2011 ""Kenya suspects Al_Shabaab behind attack in northern Kenya",,,,kenyan sources,1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2011-11-05,2011-11-05,0,0,0,0,0,0,2
30830,2011,1,2011,2011,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"All Africa 25 November 2011 ""Al-Shabaab Landmine Kills One KDF Soldier",,,,,1,Mandera town,North-Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,501,KEN,Africa,1,1,2011-11-24,2011-11-24,1,0,0,0,1,1,1
31069,2011,1,2011,2011,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Xinhua 25 November 2011 ""Panic grips northern Kenya over terror attacks",,,,,1,Mandera town,North-Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,501,KEN,Africa,1,1,2011-11-24,2011-11-24,0,0,6,0,6,6,6
31077,2011,1,2011,2011,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"BBC Monitoring Africa 21 December 2011 ""Uganda: Djibouti troops join AU mission in Somalia",,,,,1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2011-12-19,2011-12-19,0,0,2,0,0,2,2
40736,2011,1,2011,2011,2,4970,Borana - Turkana,5580,Borana - Turkana,591,,Borana,693,,Turkana,-1,"Nairobi Star/All Africa 3 January 2012 ""Eight People Killed in Isiolo Bandit Raid",,,,police,1,Burat locality,Eastern province,Isiolo district,0.388226,37.439559,POINT (37.439559 0.388226),130035,Kenya,501,KEN,Africa,1,1,2011-12-28,2011-12-28,0,0,0,1,1,1,1
40737,2011,1,2011,2011,2,4970,Borana - Turkana,5580,Borana - Turkana,591,,Borana,693,,Turkana,-1,"Nairobi Star/All Africa 3 January 2012 ""Eight People Killed in Isiolo Bandit Raid",,,,"residents, OCPD",1,Kambi Yaa Juu estate,Eastern province,Isiolo district,0.329774,37.569224,POINT (37.569224 0.329774),130036,Kenya,501,KEN,Africa,1,1,2011-12-31,2011-12-31,0,0,0,8,8,8,8
30342,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"BBC Monitoring Africa 1 January 2012 ""Programme summary of Somalia's Radio Shabeelle news 0500 gmt 01 Jan 12"" // Reuters 1 January 2012 ""UPDATE 2-Gunmen attack bars in northeast Kenya, 5 dead",,,,"Radio Shabeelle, Mogadishu in Somali 0500 gmt 1 Jan 12",1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2012-01-01,2012-01-01,0,0,0,0,0,0,5
31463,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"The Star 2012-01-02 through BBC ""Kenyan police kill three suspected Al-Shabab militants",,,,Lamu East OCPD [Officer Commanding Police Division] Samuel Obara,2,Boni forest (Lamu district),Coast province,Lamu DIstrict,-1.717327,41.33483,POINT (41.334830 -1.717327),127163,Kenya,501,KEN,Africa,1,1,2012-01-01,2012-01-01,0,3,0,0,3,3,3
31634,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Reuters 1 January 2012 ""UPDATE 2-Gunmen attack bars in northeast Kenya, 5 dead",,,,,1,Dadaab camp,North-Eastern province,Garissa district,0.051,40.314,POINT (40.314000 0.051000),130041,Kenya,501,KEN,Africa,1,1,2012-01-01,2012-01-01,0,0,0,0,0,0,1
31446,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"BBC Monitoring Africa 5 Jan 2012 ""Kenya: Fifteen Al-Shabab militants said surrender to Somali forces",,,,"The Standard, Nairobi, in English 5 Jan 12",7,Kiunga town,Coast province,Lamu DIstrict,-1.74546,41.488778,POINT (41.488778 -1.745460),127163,Kenya,501,KEN,Africa,1,2,2012-01-02,2012-01-04,0,2,0,0,2,2,2
40788,2012,1,2012,2012,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"AFP 2012-01-04 ""At least six killed in Kenya tribal clash""; Daily Nation 2012-01-05 through BBC ""Communal fighting in northern Kenya leaves six dead""; Daily Nation 2012-01-09 through BBC ""Kenyan cohesion body links violence in northern region to 2012 polls""; KBC Online 2012-01-12 through BBC ""Security minister promises to beef up security in northern Kenya",,,,"officials; ""unconfirmed report""s; Internal Security Minister",1,Heilu location,Eastern province,Moyale district,3.52749,39.07768,POINT (39.077680 3.527490),135079,Kenya,501,KEN,Africa,1,1,2012-01-04,2012-01-04,0,0,0,6,6,6,10
31189,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"Reuters 12 Jan 2012 ""UPDATE 2-Al Shabaab attack Kenyan police camp, kill 7",,,,,4,North-Eastern province,North-Eastern province,,1.0,40.25,POINT (40.250000 1.000000),131481,Kenya,501,KEN,Africa,1,1,2012-01-11,2012-01-11,2,0,1,4,7,7,7
31464,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"AFP 2012-02-19 ""Suspected Somali Islamists attack Kenyan police outpost",,,,police,1,Fafi town,North-Eastern province,Garissa district,-0.390187,40.325158,POINT (40.325158 -0.390187),129321,Kenya,501,KEN,Africa,1,1,2012-02-17,2012-02-17,1,0,0,0,1,1,1
31442,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,Africa Research Bulletin vol 49(2): pp. 19152-19153,,,,AFP 19/2,1,Fafi town,North-Eastern province,Garissa district,-0.390187,40.325158,POINT (40.325158 -0.390187),129321,Kenya,501,KEN,Africa,1,2,2012-02-17,2012-02-19,0,0,0,1,1,1,1
31488,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"BBC Monitoring Africa 20 Feb 2012 ""Programme summary of Somalia's Radio Shabeelle news 0500 gmt 20 Feb 12",,,,"Radio Shabeelle, Mogadishu in Somali 0500 gmt 20 Feb 12",1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,2,2012-02-18,2012-02-20,1,0,0,0,1,1,1
31465,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"The Star 2012-02-29 through BBC ""Somali Islamists said shoot dead Kenyan police reservist",,,,officials,1,Mandera town,North-Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,501,KEN,Africa,1,1,2012-02-28,2012-02-28,1,0,0,0,1,1,1
30379,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"All Africa 10 March 2012 ""3 Killed in Suspected Shabaab Nairobi Attack"" // All Africa 11 March 2012 ""Death Toll in Nairobi Grenade Attack Hits Six"" // Reuters 12 March 2012 ""UPDATE 1-Kenya releases four suspects held over blasts"" // All Africa 14 March 2012 ""Al Shabaab Denies Nairobi Bombings",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-03-10,2012-03-10,0,0,0,0,0,0,7
40792,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"Nairobi Star/All Africa 2012-03-14 ""Two Cops Arrested Over Murder",,,,,1,Kilengwani village,Coast province,Tana River district,-2.449116,40.485851,POINT (40.485851 -2.449116),126441,Kenya,501,KEN,Africa,1,1,2012-03-11,2012-03-11,0,1,0,0,1,1,1
40810,2012,0,2012,2012,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,-1,"Daily Nation 2012-03-26 through BBC ""Eight said killed by cattle rustlers in northwestern Kenya",,,,police,3,Turkana district,Rift Valley province,Turkana district,3.0,35.5,POINT (35.500000 3.000000),134352,Kenya,501,KEN,Africa,1,2,2012-03-23,2012-03-25,0,6,0,1,7,7,7
40811,2012,0,2012,2012,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,-1,"Daily Nation 2012-03-26 through BBC ""Eight said killed by cattle rustlers in northwestern Kenya",,,,police,1,Kotaruk village,Rift Valley province,Turkana district,3.183333,34.483333,POINT (34.483333 3.183333),134349,Kenya,501,KEN,Africa,1,2,2012-03-23,2012-03-25,0,1,0,0,1,1,1
40820,2012,0,2012,2012,2,4970,Borana - Turkana,5580,Borana - Turkana,591,,Borana,693,,Turkana,-1,"IRIN 2012-04-02 ""Several thousand displaced after fresh clashes in Isiolo",,,,UN sources,2,Gambell village,Eastern province,Meru North district,0.401147,37.685247,POINT (37.685247 0.401147),130036,Kenya,501,KEN,Africa,1,1,2012-03-30,2012-03-30,2,0,0,0,2,2,2
31659,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"All Africa 2 April 2012 ""We Did It, Say Al Shabaab""  // All Africa 3 April 2012 ""'Several' Suspects Detained Over Mombasa Blasts",,,,,1,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2012-03-31,2012-03-31,0,0,0,0,0,0,2
31662,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"AFP 2012-04-29 ""Grenade attack in Nairobi church kills one""; The People 2012-05-01 through BBC ""Kenyan minister blames Al-Shabab on church grenade attack""; AFP 2012-05-01 ""Kenya church grenade blast toll rises to two: medic""; AP 2012-05-04 ""Hundreds of Kenyan youth trained by Somali militants pose threat to nation, official says",,,,"police, witnesses, Internal Security Minister",1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-04-29,2012-04-29,0,0,0,0,0,0,2
31584,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Reuters 16 May 2012 ""Kenyan police arrest suspect in Mombasa grenade attack",,,,,1,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2012-05-15,2012-05-15,0,0,1,0,1,1,1
30340,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"All Africa 17 May 2012 ""Injured Man in Mombasa Attack Was Assailant",,,,,1,Dadaab camp,North-Eastern province,Garissa district,0.051,40.314,POINT (40.314000 0.051000),130041,Kenya,501,KEN,Africa,1,1,2012-05-15,2012-05-15,1,0,0,0,1,1,1
31653,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Daily Nation 2012-05-21 through BBC ""Two refugees shot dead in northeastern Kenya camp",,,,"police, Garissa residents",2,Dadaab camp,North-Eastern province,Garissa district,0.051,40.314,POINT (40.314000 0.051000),130041,Kenya,501,KEN,Africa,1,1,2012-05-19,2012-05-19,0,0,0,0,0,0,1
31581,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"All Africa 31 May 2012 ""Moi Avenue Blast Victim Dies",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-05-28,2012-05-28,0,0,1,0,1,1,1
31655,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Xinhua 2012-05-30 ""At least 1 killed, 3 critically injured in grenade attack in N. Kenya",,,,police,1,Wajir town,North-Eastern province,Wajir district,1.747102,40.057315,POINT (40.057315 1.747102),132201,Kenya,501,KEN,Africa,1,1,2012-05-30,2012-05-30,0,0,0,0,0,0,1
31632,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,ARB vol 49(8): 19372,,,,Sunday Nation 5/8 2012,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-08-01,2012-08-01,0,0,3,0,3,3,3
31656,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"AFP 2012-06-29 ""Aid worker kidnapped, driver killed in Kenya's Dadaab camp""; Xinhua 2012-06-29 ""Roundup: Kenyan soldiers pursue Al-Shabaab after abduction of 4 aid workers",,,,"police, Kenya's Red Cross, eye witnesses",1,Dadaab camp,North-Eastern province,Garissa district,0.051,40.314,POINT (40.314000 0.051000),130041,Kenya,501,KEN,Africa,1,1,2012-06-02,2012-06-02,0,0,0,0,0,0,1
31664,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Reuters 24 June 2012 ""At least one killed in blast in Kenyan port city of Mombasa""  // All Africa 25 June 2012 ""Death Toll in Mombasa Grenade Attack Hits Three",,,,,1,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2012-06-24,2012-06-24,0,0,0,0,0,0,3
40823,2012,0,2012,2012,2,4672,Dassanetch - Turkana,5282,Dassanetch - Turkana,713,,Dassanetch,693,,Turkana,-1,"The Star/All Africa 2012-07-04 ""500 Fishermen Flee Lake Turkana Due to Insecurity",,,,local official,5,Lake Turkana,Rift Valley province,Turkana district,3.620821,36.051335,POINT (36.051335 3.620821),135073,Kenya,501,KEN,Africa,2,3,2012-06-28,2012-07-04,0,3,0,3,6,6,6
40822,2012,0,2012,2012,2,4767,Marakwet - Pokot,5377,Marakwet - Pokot,929,,Marakwet,670,,Pokot,-1,"AK Education (http://www.akadeducationafrica.com/chesegon-peacebuilding-meeting.php); The Standard 2012-09-03 ""Community fined goats for man’s killling",,,,,3,West Pokot district,Rift Valley province,West Pokot district,1.416667,35.25,POINT (35.250000 1.416667),131471,Kenya,501,KEN,Africa,1,1,2012-06-29,2012-06-29,1,0,0,0,1,1,1
31440,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"IHS Jane's Intelligence Review, Kenya 16 Jul 2012 ""Gunmen kill 18 in co-ordinated attacks on two Kenyan churches",,,,,1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2012-07-01,2012-07-01,0,0,0,2,2,2,2
31591,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Reuters 1 July 2012 ""At least 10 killed in blasts at Kenya churches - police""  // Reuters 1 July 2012 ""UPDATE 4-Attacks on Kenyan churches kill 17""  // All Africa 6 July 2012 ""We Will Hunt You Down, Kibaki Tells Al Shabaab""  // IHS Jane's Intelligence Review, Kenya 16 Jul 2012 ""Gunmen kill 18 in co-ordinated attacks on two Kenyan churches",,,,,1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2012-07-01,2012-07-01,0,0,17,0,17,17,17
40789,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"AFP 2012-09-07 ""12 Kenyans killed in revenge ethnic attack: Red Cross",,,,,3,Tana River district,Coast province,Tana River district,-1.5,39.5,POINT (39.500000 -1.500000),127880,Kenya,501,KEN,Africa,1,3,2012-08-27,2012-09-02,0,0,0,1,1,1,1
31261,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"All Africa 18 July 2012 ""Officer Killed, Colleague Hurt in Shabaab Attack",,,,,1,Lagdera village,North-Eastern province,Garissa district,0.11261,39.25964,POINT (39.259640 0.112610),130039,Kenya,501,KEN,Africa,1,1,2012-07-16,2012-07-16,1,0,0,0,1,1,1
31833,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"Daily Nation 2012-07-17 through BBC ""Gunmen kill two police officers in northeastern Kenya""; Daily Nation 2012-07-18 through BBC ""Kenyan police arrest ""Al-Shabab"" suspects over attack",,,,police,1,Liboi location,North-Eastern province,Garissa district,0.398519,40.954815,POINT (40.954815 0.398519),130042,Kenya,501,KEN,Africa,1,1,2012-07-17,2012-07-17,0,0,0,0,0,0,2
40799,2012,1,2012,2012,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,-1,"Daily Nation 2012-07-31 through BBC ""Six killed in renewed ethnic clashes in northeastern Kenya",,,,local MPs,3,Mandera district,North-Eastern province,Mandera district,3.5,40.75,POINT (40.750000 3.500000),135082,Kenya,501,KEN,Africa,2,4,2012-07-17,2012-07-31,0,0,0,6,6,6,6
31266,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"BBC Monitoring Africa 30 July 2012 ""One killed in Somalia, Kenya border attack",,,,"Shabeelle Media Network website, Mogadishu, in Somali 30 Jul 12",1,Mandera town,North-Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,501,KEN,Africa,1,1,2012-07-29,2012-07-29,0,0,0,1,1,1,1
31657,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Shabeelle Media Network website 2012-07-30 through BBC ""One killed in Somalia, Kenya border attack",,,,eyewitnesses,1,Mandera town,North-Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,501,KEN,Africa,1,1,2012-07-29,2012-07-29,0,0,0,0,0,0,1
31635,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,ARB vol 49(8): 19372,,,,Sunday Nation 5/8 2012,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-08-03,2012-08-03,0,0,1,0,1,1,1
40793,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"The Standard 2012-08-16 through BBC ""Kenya: Four feared dead, scores injured in ethnic violence in coastal region",,,,Unconfirmed reports,3,Tana River district,Coast province,Tana River district,-1.5,39.5,POINT (39.500000 -1.500000),127880,Kenya,501,KEN,Africa,1,3,2012-08-06,2012-08-12,0,0,0,0,0,0,1
31836,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"Xinhua 2012-08-15 ""3 Al-Shabaab suspects killed in Kenya's coastal region",,,,police,2,Boni forest (Lamu district),Coast province,Lamu DIstrict,-1.717327,41.33483,POINT (41.334830 -1.717327),127163,Kenya,501,KEN,Africa,1,1,2012-08-14,2012-08-14,0,0,0,0,0,0,3
40794,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"The Standard 2012-08-16 through BBC ""Kenya: Four feared dead, scores injured in ethnic violence in coastal region""; AFP 2012-08-22 ""At least 48 Kenyans hacked, burned to death: police""; Daily Nation 2012-08-23 ""Kenyan government gives local officials ""stern warning"" over ethnic clashes",,,,"hospital and police sources; Coast PPO [Provincial Officer]; Lawmaker Danson Mungatana, who represents the area",2,Kilengwani village,Coast province,Tana River district,-2.449116,40.485851,POINT (40.485851 -2.449116),126441,Kenya,501,KEN,Africa,1,1,2012-08-15,2012-08-15,0,3,0,0,2,3,4
40800,2012,1,2012,2012,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,-1,"Capital FM/All Africa 2012-08-21 ""Five People Killed By Cattle Rustlers in Mandera""; The Star/All Africa 2012-08-21 ""MPs Condemn Border Killings in Mandera",,,,police,3,Mandera district,North-Eastern province,Mandera district,3.5,40.75,POINT (40.750000 3.500000),135082,Kenya,501,KEN,Africa,1,1,2012-08-20,2012-08-20,5,0,0,0,5,5,5
40802,2012,1,2012,2012,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,-1,"AP 2012-08-24 ""Kenya Red Cross: More than 200 have died in separate clashes connected to polls next year""; The Standard 2012-08-27 through BBC ""Four more killed in clan fighting in northern Kenya",,,,"Kenya Red Cross; Local administration, police",3,Mandera district,North-Eastern province,Mandera district,3.5,40.75,POINT (40.750000 3.500000),135082,Kenya,501,KEN,Africa,2,2,2012-08-20,2012-08-23,0,0,0,0,0,0,2
40806,2012,1,2012,2012,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,-1,"The Standard 2012-11-08 through BBC ""Suspected Ethiopian raiders kill four in northeastern Kenya",,,,,3,Mandera district,North-Eastern province,Mandera district,3.5,40.75,POINT (40.750000 3.500000),135082,Kenya,501,KEN,Africa,2,3,2012-08-20,2012-08-26,0,0,0,0,0,0,4
