id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
40795,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"AFP 2012-08-22 ""At least 48 Kenyans hacked, burned to death: police""; Reuters 2012-08-24 ""Kenya police arrest 9 community leaders after clashes kill 53",,,,"police, Lawmaker Danson Mungatana, who represents the area",1,Tarasaa village,Coast province,Tana River district,-2.44188,40.17075,POINT (40.170750 -2.441880),126441,Kenya,501,KEN,Africa,1,1,2012-08-21,2012-08-21,53,0,0,0,53,53,62
40804,2012,1,2012,2012,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,-1,"NTV 2012-08-25 through BBC ""Situation in volatile northern Kenya town ""threatening to get out of hand",,,,,3,Wajir district,North-Eastern province,Wajir district,1.74722,40.0689,POINT (40.068900 1.747220),132201,Kenya,501,KEN,Africa,1,1,2012-08-23,2012-08-23,0,1,0,0,1,1,1
40805,2012,1,2012,2012,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,-1,"The Standard 2012-08-27 through BBC ""Four more killed in clan fighting in northern Kenya",,,,"Local administration, police",2,Guba village,North-Eastern province,Mandera district,3.86,40.5,POINT (40.500000 3.860000),135082,Kenya,501,KEN,Africa,1,1,2012-08-26,2012-08-26,0,0,0,4,4,4,4
40760,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"Xinhua 2012-09-10 ""Roundup: At least 38 killed in ethnic clashes in southeast Kenya",,,,,3,Tana River district,Coast province,Tana River district,-1.5,39.5,POINT (39.500000 -1.500000),127880,Kenya,501,KEN,Africa,1,1,2012-09-09,2012-09-09,2,1,0,0,3,3,3
40796,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"AFP 2012-09-07 ""12 Kenyans killed in revenge ethnic attack: Red Cross""; The Standard 2012-09-07 through BBC ""Death toll in southeastern Kenya clashes rises to 12",,,,"Red Cross, police",1,Chamwanamuma village,Coast province,Tana River district,-2.583823,40.338178,POINT (40.338178 -2.583823),125721,Kenya,501,KEN,Africa,1,1,2012-09-07,2012-09-07,0,11,0,1,12,12,13
40790,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"Xinhua 2012-09-10 ""Roundup: At least 38 killed in ethnic clashes in southeast Kenya",,,,"Red Cross, police",1,Kilengwani village,Coast province,Tana River district,-2.449116,40.485851,POINT (40.485851 -2.449116),126441,Kenya,501,KEN,Africa,1,1,2012-09-10,2012-09-10,0,0,0,38,35,38,38
40797,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"AFP 2012-09-11 ""At least four dead in new tribal attacks in Kenya",,,,"Red Cross, police",1,Semikaro village,Coast province,Tana River district,-2.59205,40.289371,POINT (40.289371 -2.592050),125721,Kenya,501,KEN,Africa,1,1,2012-09-11,2012-09-11,0,0,0,1,1,1,1
241891,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"AFP 2012-09-11 ""At least four dead in new tribal attacks in Kenya",,,,"Red Cross, police",1,Nduru village,Coast province,Tana River district,-2.50554,40.27026,POINT (40.270260 -2.505540),125721,Kenya,501,KEN,Africa,1,1,2012-09-11,2012-09-11,0,0,0,1,1,1,1
241892,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"AFP 2012-09-11 ""At least four dead in new tribal attacks in Kenya",,,,"Red Cross, police",1,Laini locality,Coast province,Tana River district,-1.372982,39.975116,POINT (39.975116 -1.372982),127880,Kenya,501,KEN,Africa,1,1,2012-09-11,2012-09-11,0,0,0,1,1,1,1
241893,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"AFP 2012-09-11 ""At least four dead in new tribal attacks in Kenya",,,,"Red Cross, police",1,Shirikisho village,Coast province,Tana River district,-2.52201,40.32792,POINT (40.327920 -2.522010),125721,Kenya,501,KEN,Africa,1,1,2012-09-11,2012-09-11,0,0,0,1,1,1,1
31834,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"Xinhua 2012-09-30 ""Two policemen killed in northern Kenya""; Reuters 2012-09-30 ""UPDATE 4-Two Kenyan police shot dead near Somalia border",,,,police,1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2012-09-30,2012-09-30,0,0,0,0,0,0,2
31660,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Xinhua 2012-10 16 ""Suspected Al-Shabaab militants shot deadSafaricom engineer",,,,"police, witness",2,Kulan village,North-Eastern province,Garissa district,0.213826,40.666534,POINT (40.666534 0.213826),130042,Kenya,501,KEN,Africa,1,1,2012-10-16,2012-10-16,0,0,0,0,0,0,1
30341,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"Xinhua 17 October 2012 ""Death toll in Kenya's Mombasa security raid rises to 3""  // Reuters 17 October 2012 ""UPDATE 4-Kenyan police kill three suspects in al Shabaab raid",,,,,1,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2012-10-17,2012-10-17,1,3,0,0,4,4,4
31853,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"AFP 2012-10-17 ""10 police wounded in Kenya grenade blast, 2 attackers killed",,,,police,2,Likoni town,Coast province,Mombasa district,-4.083333,39.65,POINT (39.650000 -4.083333),123560,Kenya,501,KEN,Africa,1,1,2012-10-17,2012-10-17,0,0,0,0,0,0,4
31352,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"Reuters 28 October 2012 ""Two militant suspects killed in police raid on Kenyan coast",,,,,1,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2012-10-28,2012-10-28,0,2,0,0,2,2,2
31835,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"Reuters 2012-10-28 ""Two militant suspects killed in police raid on Kenyan coast",,,,police,1,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2012-10-28,2012-10-28,0,0,0,0,0,0,2
31661,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Reuters 4 November 2012 ""UPDATE 2-Blast in Kenya's Garissa kills one -official",,,,,1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2012-11-04,2012-11-04,0,0,0,0,0,0,1
40803,2012,1,2012,2012,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,-1,"The Standard 2012-11-08 through BBC ""Suspected Ethiopian raiders kill four in northeastern Kenya",,,,Mandera East DC [District Commissioner] Elvis Korir,2,Rhamu Town,North-Eastern province,Mandera district,3.931881,41.225615,POINT (41.225615 3.931881),135083,Kenya,501,KEN,Africa,1,1,2012-11-04,2012-11-04,0,3,0,0,3,3,4
31373,2012,1,2012,2012,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,-1,"Xinhua New Agency 16 November 2012 ""Suspected terrorists kill 2 policemen in northern Kenya",,,,kenyan police,1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2012-11-15,2012-11-15,0,0,0,2,2,2,2
31644,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Reuters 19 November 2012 ""UPDATE 4-Bomb rips through Nairobi minibus, killing six""  // BBC Monitoring Africa 19 November 2012 ""Programme summary of Somalia's Radio Voice of Mudug news 1700 gmt 18 Nov 12""  // Reuters 19 November 2012 ""UPDATE 3-Rioters attack ethnic Somalis in Kenyan capital""  //  BBC Monitoring Africa 20 November 2012 ""Somali president says Kenyan capital blast cowardly act",,,,"red cross   //  Radio Voice of Mudug, in Somali 1700 gmt 18 Nov 12  //  Radio Bar-Kulan website, Nairobi, in Somali on 20 Nov 12",1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-11-18,2012-11-18,0,0,10,0,10,10,10
31658,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"All Africa 8 December 2012 ""Death Toll in Eastleigh Grenade Attack Rises to Five",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-12-05,2012-12-05,0,0,0,0,0,0,1
30373,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"All Africa 8 December 2012 ""Death Toll in Eastleigh Grenade Attack Rises to Five",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-12-07,2012-12-07,0,0,0,0,0,0,5
31665,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Xinhua 20 December 2012 ""1st LD Writethru: Three people shot dead in N. Kenya",,,,,1,Garissa town,North-Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,501,KEN,Africa,1,1,2012-12-20,2012-12-20,0,0,0,0,0,0,3
40798,2012,1,2012,2012,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,-1,"Daily Nation 2012-12-21 through BBC ""Death toll from clashes in southeastern Kenya rises to 20""; AFP 2012-12-21 ""Kenya tribal violence kills 39",,,,police,1,Kipau village,Coast province,Tana River district,-2.422849,40.222452,POINT (40.222452 -2.422849),126441,Kenya,501,KEN,Africa,1,1,2012-12-21,2012-12-21,31,14,0,0,45,45,45
62628,2013,0,2013,2013,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,5,"""Agence France Presse,2013-01-09,At least eight killed in Kenya tribal violence: police"";""Agence France Presse,2013-01-09,At least eight killed in Kenya tribal violence: police"";""Reuters News,2013-01-09,Eight killed in Kenya raid, police see political hand"";""Agence France Presse,2013-01-09,Nine killed in Kenyan clash, as police probe politicians"";""All Africa,2013-01-11,Tana Clashes Politically Instigated - Kimaiyo""",Agence France Presse;Agence France Presse;Reuters News;Agence France Presse;All Africa,2013-01-09;2013-01-09;2013-01-09;2013-01-09;2013-01-11,"At least eight killed in Kenya tribal violence: police;At least eight killed in Kenya tribal violence: police;Eight killed in Kenya raid, police see political hand;Nine killed in Kenyan clash, as police probe politicians;Tana Clashes Politically Instigated - Kimaiyo","senior police officer, Kenya's Red Cross",1,Nduru village,Coast province,Tana River district,-2.50554,40.27026,POINT (40.270260 -2.505540),125721,Kenya,501,KEN,Africa,1,1,2013-01-09,2013-01-09,6,3,0,0,8,9,9
63627,2013,0,2013,2013,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,1,"""All Africa,2013-01-11,Tana Clashes Politically Instigated - Kimaiyo""",All Africa,2013-01-11,Tana Clashes Politically Instigated - Kimaiyo,Kenya Red Cross,3,Tana River district,Coast province,Tana River district,-1.5,39.5,POINT (39.500000 -1.500000),127880,Kenya,501,KEN,Africa,2,2,2013-01-09,2013-01-11,0,0,0,2,2,2,2
62630,2013,0,2013,2013,2,5038,Orma - Pokomo,5648,Orma - Pokomo,931,,Orma,933,,Pokomo,6,"""Agence France Presse,2013-01-10,Four Kenyans killed in reprisal raid: Red Cross"";""Agence France Presse,2013-01-10,At least 10 Kenyans killed in reprisal raid: Red Cross"";""Reuters News,2013-01-10,10 killed in revenge attack in Kenya's Tana River"";""BBC Monitoring Africa,2013-01-10,Kenyan police step up patrols in volatile delta area"";""Agence France Presse,2013-01-11,Kenyan police pin tribal violence to electoral politics"";""BBC Monitoring Africa,2013-01-14,Kenya's Tana Delta conflict blamed on multinationals""",Agence France Presse;Agence France Presse;Reuters News;BBC Monitoring Africa;Agence France Presse;BBC Monitoring Africa,2013-01-10;2013-01-10;2013-01-10;2013-01-10;2013-01-11;2013-01-14,Four Kenyans killed in reprisal raid: Red Cross;At least 10 Kenyans killed in reprisal raid: Red Cross;10 killed in revenge attack in Kenya's Tana River;Kenyan police step up patrols in volatile delta area;Kenyan police pin tribal violence to electoral politics;Kenya's Tana Delta conflict blamed on multinationals,"local Red Cross official Caleb Kilunde, Regional police chief Aggrey Adoli",1,Kibusu village,Coast province,Tana River district,-2.35,40.133333,POINT (40.133333 -2.350000),126441,Kenya,501,KEN,Africa,1,1,2013-01-10,2013-01-10,0,11,0,0,10,11,11
62637,2013,1,2013,2013,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,5,"""Agence France Presse,2013-02-08,Seven killed in Kenya cattle raid: police"";""NTV Kenya,2013-02-09,News : 6 killed in Turkana cattle raid"";""All Africa,2013-02-11,Nine Killed in Turkana Village Raid"";""All Africa,2013-02-12,Bandits Kill One Man, Steal 2,000 Livestock in Baringo"";""Xinhua,2013-02-08,At least seven killed in a cattle attack in Kenya's northwest""",Agence France Presse;NTV Kenya;All Africa;All Africa;Xinhua,2013-02-08;2013-02-09;2013-02-11;2013-02-12;2013-02-08,"Seven killed in Kenya cattle raid: police;News : 6 killed in Turkana cattle raid;Nine Killed in Turkana Village Raid;Bandits Kill One Man, Steal 2,000 Livestock in Baringo;At least seven killed in a cattle attack in Kenya's northwest",police ,1,Kaputir locality,Rift Valley province,Turkana district,2.076558,35.455778,POINT (35.455778 2.076558),132911,Kenya,501,KEN,Africa,1,1,2013-02-08,2013-02-08,1,3,4,0,7,8,10
62638,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,2,"""Associated Press Newswires,2013-03-01,Kenyan police, a vilified institution, the key to peaceful elections on Monday"";""Xinhua News Agency,2013-03-04,Kenya's electoral officials decry insecurity""",Associated Press Newswires;Xinhua News Agency,2013-03-01;2013-03-04,"Kenyan police, a vilified institution, the key to peaceful elections on Monday;Kenya's electoral officials decry insecurity", inspector general of police David Kimaiyo,1,Rhamu Town,North-Eastern province,Mandera district,3.931881,41.225615,POINT (41.225615 3.931881),135083,Kenya,501,KEN,Africa,1,1,2013-02-28,2013-02-28,0,0,0,7,2,7,7
64420,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""MINISTRY OF EDUCATION, SCIENCE AND TECHNOLOGY, STATE DEPARTMENT OF EDUCATION,2013-09-19,Education in Emergencies Status Report: 19th September 2013""","MINISTRY OF EDUCATION, SCIENCE AND TECHNOLOGY, STATE DEPARTMENT OF EDUCATION",2013-09-19,Education in Emergencies Status Report: 19th September 2013,"Mandera KIRA [Kenya Initial Rapid Assessment] and Wajir KIRA, July 2013",3,Mandera district,North-Eastern province,Mandera district,3.5,40.75,POINT (40.750000 3.500000),135082,Kenya,501,KEN,Africa,2,5,2013-03-01,2013-07-22,0,0,0,0,0,0,34
62645,2013,0,2013,2013,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,7,"""Xinhua News Agency,2013-03-30,Violent demonstration erupts in Kenya's Kisumu"";""Xinhua News Agency,2013-03-30,Roundup: At least four feared dead as demonstrations rocks Kenya's Kisumu city"";""Agence France Presse,2013-03-31,Kenya on alert after court ruling sparks riots"";""Xinhua News Agency,2013-03-31,Roundup: Business hurt as Kenya's Court ruling sparks violent demonstration"";""Xinhua News Agency,2013-04-01,Kenyan police to charge over 20 suspects over Kisumu chaos"";""BBC Monitoring Africa,2013-04-03,Regional lawyers body slams police for killing protesters in western Kenya town"";""All Africa,2013-05-23,Witnesses Describe Kisumu Killings By Police - Used Live Ammunition, Tried to Cover Up Evidence [press release]""",Xinhua News Agency;Xinhua News Agency;Agence France Presse;Xinhua News Agency;Xinhua News Agency;BBC Monitoring Africa;All Africa,2013-03-30;2013-03-30;2013-03-31;2013-03-31;2013-04-01;2013-04-03;2013-05-23,"Violent demonstration erupts in Kenya's Kisumu;Roundup: At least four feared dead as demonstrations rocks Kenya's Kisumu city;Kenya on alert after court ruling sparks riots;Roundup: Business hurt as Kenya's Court ruling sparks violent demonstration;Kenyan police to charge over 20 suspects over Kisumu chaos;Regional lawyers body slams police for killing protesters in western Kenya town;Witnesses Describe Kisumu Killings By Police - Used Live Ammunition, Tried to Cover Up Evidence [press release]","local residents, police",1,Kisumu town,Kisumu county,Kisumu Central Constituency,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,KEN,Africa,1,1,2013-03-30,2013-03-30,0,0,2,0,0,2,5
62655,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""BBC Monitoring Africa,2013-05-16,Kenyan president to hold ""crisis meeting"" with police chiefs over insecurity""",BBC Monitoring Africa,2013-05-16,"Kenyan president to hold ""crisis meeting"" with police chiefs over insecurity",not stated,4,Mandera county,Mandera county,,3.366667,40.7,POINT (40.700000 3.366667),134362,Kenya,501,KEN,Africa,2,4,2013-04-17,2013-05-16,0,0,0,0,0,0,1
62660,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""Xinhua News Agency,2013-05-22,Schools closed in northern Kenya as insecurity escalates""",Xinhua News Agency,2013-05-22,Schools closed in northern Kenya as insecurity escalates,District Commissioner Sammy Mwati,4,Mandera county,Mandera county,,3.366667,40.7,POINT (40.700000 3.366667),134362,Kenya,501,KEN,Africa,1,4,2013-05-01,2013-05-22,0,0,0,1,1,1,1
62654,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,3,"""BBC Monitoring Africa,2013-05-13,Ultimatum to surrender illegal arms issued in northeastern Kenya"";""All Africa,2013-05-13,Kenyan Military Deployed to Quell Militia Violence in Mandera"";""All Africa,2013-05-14,Kenya Deploys Military to Disarm Militia in Northern Region""",BBC Monitoring Africa;All Africa;All Africa,2013-05-13;2013-05-13;2013-05-14,Ultimatum to surrender illegal arms issued in northeastern Kenya;Kenyan Military Deployed to Quell Militia Violence in Mandera;Kenya Deploys Military to Disarm Militia in Northern Region,"Inspector General of Police David Kimaiyo; ""insiders""",2,Rhamu Town,Mandera county,Mandera North Constituency,3.931881,41.225615,POINT (41.225615 3.931881),135083,Kenya,501,KEN,Africa,1,1,2013-05-10,2013-05-10,0,0,0,7,7,7,7
63714,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""All Africa,2013-05-20,Three Killed in Fresh Attacks At Mandera""",All Africa,2013-05-20,Three Killed in Fresh Attacks At Mandera,Government officials in the county,2,Malka Mari village,Mandera county,Banisa Constituency,4.25904,40.738885,POINT (40.738885 4.259040),135802,Kenya,501,KEN,Africa,1,1,2013-05-16,2013-05-16,3,0,0,0,3,3,3
62659,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""Xinhua News Agency,2013-05-22,Schools closed in northern Kenya as insecurity escalates""",Xinhua News Agency,2013-05-22,Schools closed in northern Kenya as insecurity escalates,District Commissioner Sammy Mwati ,4,Mandera county,Mandera county,,3.366667,40.7,POINT (40.700000 3.366667),134362,Kenya,501,KEN,Africa,1,1,2013-05-21,2013-05-21,1,0,0,0,1,1,1
62658,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""Xinhua News Agency,2013-05-22,Schools closed in northern Kenya as insecurity escalates""",Xinhua News Agency,2013-05-22,Schools closed in northern Kenya as insecurity escalates,District Commissioner Sammy Mwati,4,Mandera county,Mandera county,,3.366667,40.7,POINT (40.700000 3.366667),134362,Kenya,501,KEN,Africa,1,1,2013-05-22,2013-05-22,0,0,0,2,2,2,2
62657,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""Xinhua News Agency,2013-05-22,Schools closed in northern Kenya as insecurity escalates""",Xinhua News Agency,2013-05-22,Schools closed in northern Kenya as insecurity escalates,District Commissioner Sammy Mwati,1,Guba village,Mandera county,Banisa Constituency,3.86,40.5,POINT (40.500000 3.860000),135082,Kenya,501,KEN,Africa,1,1,2013-05-22,2013-05-22,1,0,0,0,1,1,1
62662,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""Xinhua News Agency,2013-05-25,Inter-tribal clashes kill 5 in N. Kenya""",Xinhua News Agency,2013-05-25,Inter-tribal clashes kill 5 in N. Kenya,"divisional police commander, Christopher Rotich",3,Banisa Constituency,Mandera county,Banisa Constituency,3.9,40.3,POINT (40.300000 3.900000),135081,Kenya,501,KEN,Africa,1,1,2013-05-25,2013-05-25,0,3,0,0,3,3,3
62663,2013,1,2013,2013,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""Xinhua News Agency,2013-05-25,Inter-tribal clashes kill 5 in N. Kenya""",Xinhua News Agency,2013-05-25,Inter-tribal clashes kill 5 in N. Kenya,"divisional police commander, Christopher Rotich",1,Hullow village,Mandera county,Banisa Constituency,4.07,40.86,POINT (40.860000 4.070000),135802,Kenya,501,KEN,Africa,1,1,2013-05-25,2013-05-25,0,2,0,0,2,2,2
